time,flux,flux_err
0.0,996.6593574976101,5.430019324941567
0.05002501250625312,997.7446705238561,6.091636351371262
0.10005002501250625,1003.5642003615851,4.848139904161107
0.15007503751875936,1003.550155660321,4.284357270959217
0.2001000500250125,1007.6942702959609,6.066811495371623
0.2501250625312656,1009.3242348845662,5.908233748320908
0.3001500750375187,1002.9201194140637,5.5993055214742515
0.35017508754377186,1003.8910135999203,4.20688965005999
0.400200100050025,1000.1470517223825,5.6039053259003655
0.4502251125562781,1000.5315506532926,4.857764954760463
0.5002501250625312,992.258421915549,4.549948040095983
0.5502751375687843,996.9165619508536,4.820156306135122
0.6003001500750375,997.2366832043202,5.489797613930479
0.6503251625812906,1004.2120116879184,5.820693599745396
0.7003501750875437,1001.6224900668344,4.867592719359032
0.7503751875937968,1013.1954659431191,5.344345562222921
0.80040020010005,1013.2724780086024,5.376790294220751
0.8504252126063031,1008.5162081839984,5.537685932467138
0.9004502251125562,1008.8149491686415,5.519379012113424
0.9504752376188094,1010.1372308086989,4.813829372644465
1.0005002501250624,1004.0328682935184,5.724239669985603
1.0505252626313155,1004.332410798171,4.720546671128902
1.1005502751375686,1000.1287357836025,5.7443338101324795
1.1505752876438218,1003.2734891460236,5.467151712439707
1.200600300150075,1011.0983306032584,5.242332750016152
1.250625312656328,1006.283458094704,5.03934010659684
1.3006503251625812,1003.9668594797906,4.937054439778494
1.3506753376688343,1004.4934569009432,4.98757305802167
1.4007003501750874,1006.7315682415435,4.981540660898331
1.4507253626813406,1012.0931500611225,4.856824794149621
1.5007503751875937,1000.0259785025114,5.824818208391401
1.5507753876938468,1005.3873345057729,5.042254808826509
1.6008004002001,1011.2659312154377,5.020457847773722
1.650825412706353,999.921638005924,4.785341065048888
1.7008504252126062,1013.9211502795255,4.729887267121842
1.7508754377188593,1003.3044144122226,5.977516988381064
1.8009004502251125,1010.990809404012,4.862929970718727
1.8509254627313656,1008.2370438706803,5.119975891284573
1.9009504752376187,1009.7427261561539,4.355394207430639
1.9509754877438719,1002.0642130967183,5.235642602271168
2.0010005002501248,1008.8838631498861,6.060922846058299
2.051025512756378,1006.639360897108,4.772762321094506
2.101050525262631,1014.5814503319808,6.165616485952253
2.151075537768884,1006.0206267126952,4.748703364250845
2.2011005502751373,1008.807824451727,5.357634646032574
2.2511255627813904,1007.546931495425,5.779340046665584
2.3011505752876436,1011.0819438056773,5.3680690793332335
2.3511755877938967,1015.2732511685546,5.105187292630196
2.40120060030015,1009.471209967884,5.31428984013866
2.451225612806403,1011.7385181178371,5.7490314158977815
2.501250625312656,1004.4730430549387,5.197549955980397
2.551275637818909,1010.0775182111009,5.180319374278336
2.6013006503251623,1003.7838961853494,5.304895554342462
2.6513256628314155,1005.4723771181503,6.0975322602405235
2.7013506753376686,1016.2915215993229,6.025316120993277
2.7513756878439217,1009.7587228789266,4.180556179973038
2.801400700350175,1007.0639336196253,6.009179865103719
2.851425712856428,1010.4067481596823,5.487517051272
2.901450725362681,1003.4367496693621,4.564190075259254
2.9514757378689342,1019.1350775182315,4.274088316113038
3.0015007503751874,1008.1223782966111,4.362522498402992
3.0515257628814405,1011.9261907976423,5.19971241423528
3.1015507753876936,1009.3837775074794,5.937358918550071
3.1515757878939468,1010.4573865290153,4.794757373348348
3.2016008004002,1005.7634924079198,5.529037938382704
3.251625812906453,1009.2788480325454,4.941885215592889
3.301650825412706,1014.3187617050902,5.711934306892866
3.3516758379189593,1007.8452632589903,4.924118564020155
3.4017008504252124,1010.3821026954365,5.889848651841215
3.4517258629314655,1020.1706891510705,5.079522937418531
3.5017508754377187,1011.5433400151545,5.0943406294122155
3.551775887943972,1006.7641363594265,4.450475386501528
3.601800900450225,1016.9712615982005,6.111635869548723
3.651825912956478,1015.5055825633196,4.5700911766066685
3.701850925462731,1015.6426194792033,5.253196542946526
3.7518759379689843,1012.7397631972608,4.526768058554326
3.8019009504752375,1012.5450534839324,5.376974926552802
3.8519259629814906,1018.2401875287252,4.3429541658537225
3.9019509754877437,1010.0861328959878,5.846881237548724
3.951975987993997,1016.3836445078357,5.619453468628187
4.0020010005002495,1012.8726635452493,4.555928514635418
4.052026013006503,1015.3684648836361,5.925281376339493
4.102051025512756,1011.6946898481368,5.53953979349361
4.152076038019009,1010.0966307938903,4.336304021118421
4.202101050525262,1007.4572369784813,4.271230889261286
4.252126063031516,1007.0055077106471,4.238526183714884
4.302151075537768,1016.9699653948127,5.115215244654875
4.352176088044022,1007.3353842412533,4.722379465098856
4.402201100550275,1014.0229237111009,4.733397230894494
4.452226113056528,1009.8154045030394,5.332280298514678
4.502251125562781,1007.3866330570153,6.056589897495378
4.552276138069034,1016.6693137588338,4.83683173948606
4.602301150575287,1019.1887945097104,5.683070831506996
4.652326163081541,1001.5846486383011,4.566090668382056
4.702351175587793,1011.7524880218181,4.932535487972988
4.752376188094047,1014.2040587096717,4.221717691085638
4.8024012006003,1011.4527979435021,5.807183175233328
4.852426213106553,1022.6124198164883,5.380166364920152
4.902451225612806,1022.3830122340236,5.678441210485213
4.9524762381190595,1012.9026684568053,4.330471214443697
5.002501250625312,1007.1755879525782,5.930040770222839
5.052526263131566,1006.5645677602462,5.580574158678932
5.102551275637818,1000.5882429853292,4.989496851844412
5.152576288144072,1016.6104515352189,5.672094467775823
5.202601300650325,1005.9361989966692,5.662031623928434
5.252626313156578,1014.0943242368251,5.268325695866352
5.302651325662831,1014.4163910351558,6.102042550552062
5.3526763381690845,1008.1802569654946,4.9435716756163535
5.402701350675337,1006.5419680070394,5.729674699601551
5.452726363181591,1010.0796832925321,5.100085838562915
5.5027513756878434,1009.1898590973905,5.280328129481095
5.552776388194097,1015.7167239710494,4.842464750033038
5.60280140070035,1020.9908314846974,5.158429213215267
5.652826413206603,1011.9803514898834,5.731369159436456
5.702851425712856,1014.8674660912941,6.041219253515068
5.7528764382191095,1004.3366052841612,4.256858276081438
5.802901450725362,1017.7690270403974,6.164314856624729
5.852926463231616,1022.8620838948593,5.542128078990699
5.9029514757378685,1013.180500868525,4.797177680860019
5.952976488244122,1005.8713969127872,6.03264207654478
6.003001500750375,1009.1365088637712,5.218586504790193
6.053026513256628,1004.8190165773281,5.490338395843399
6.103051525762881,1005.2622758802711,5.277269283835206
6.153076538269135,1006.2570628246232,5.52834292663468
6.203101550775387,1015.5882482066189,5.111199047405352
6.253126563281641,1006.8433905205244,4.964344007714809
6.3031515757878935,1010.8120377596678,4.287650858020818
6.353176588294147,1006.1540220443426,5.77560564762578
6.4032016008004,1008.3459472764325,5.831102375048415
6.4532266133066525,1001.8181615251206,4.468575761927497
6.503251625812906,1003.9295404934079,5.573293225326475
6.553276638319159,1011.1768730614125,5.218814004575739
6.603301650825412,1010.2475900271928,4.668029454303695
6.653326663331665,1012.1042807694242,6.130231641336408
6.703351675837919,1016.0607747113621,4.4057391889964554
6.753376688344171,1021.1329075317069,5.663620464258549
6.803401700850425,1008.9269565872113,4.804542392322519
