time,flux,flux_err
0.0,1000.6357892199485,4.403873798104146
0.05002501250625312,1007.2451725557867,4.475616231393268
0.10005002501250625,862.8815099725027,4.031646069896822
0.15007503751875936,996.4144485991877,5.223443082044715
0.2001000500250125,999.611050705746,5.100486300181278
0.2501250625312656,997.9317886725611,5.166827121848056
0.3001500750375187,1009.2416261997272,4.2280795377688385
0.35017508754377186,991.1867467635614,5.159627678252241
0.400200100050025,1009.1577476259039,4.181691035570901
0.4502251125562781,1006.8341718788471,4.6537197587077594
0.5002501250625312,1000.337272673733,4.6743168032819495
0.5502751375687843,1004.143854654363,5.820268693507243
0.6003001500750375,997.2456093624254,5.595166485238426
0.6503251625812906,1000.0986485156313,5.680069140625196
0.7003501750875437,1002.3060905809606,4.983601781266902
0.7503751875937968,1007.5370722223017,5.741434882578819
0.80040020010005,1002.8875742682686,5.676912087267542
0.8504252126063031,1011.918824158294,5.555316081424809
0.9004502251125562,1009.0546703880916,5.039027917385102
0.9504752376188094,1000.1722337546353,4.417748347180616
1.0005002501250624,1003.630660125677,4.9441862342128715
1.0505252626313155,1000.4858336033587,4.554318622682647
1.1005502751375686,1001.1872709191447,5.790496443190515
1.1505752876438218,997.6335204097991,5.536433252168162
1.200600300150075,1014.1378408972757,5.3613877340266605
1.250625312656328,1016.251873879225,5.937748569421191
1.3006503251625812,1006.1573708709836,4.9769712335021286
1.3506753376688343,996.7906731274878,5.792931365770709
1.4007003501750874,1004.4304163960312,5.539734317490291
1.4507253626813406,1004.3404568887005,6.150212515211463
1.5007503751875937,1009.3701749831273,4.826912415745075
1.5507753876938468,1009.1293044746329,4.672845732990023
1.6008004002001,998.4285804162404,5.6337686458996235
1.650825412706353,1000.5796455917326,4.665513546622095
1.7008504252126062,1009.4213228876712,5.529424425082222
1.7508754377188593,1007.5032829765737,6.0199217821104325
1.8009004502251125,1005.2859254325703,5.425491499868518
1.8509254627313656,1010.2079219624455,6.081726677341597
1.9009504752376187,1013.2987220776374,4.703178200585892
1.9509754877438719,1013.9083179711567,4.46219068292379
2.0010005002501248,900.450610830853,4.0452411395513055
2.051025512756378,1008.7799865563329,4.4973292291783284
2.101050525262631,1012.8168900952643,4.710912597439648
2.151075537768884,1012.0344676296918,5.478518671491882
2.2011005502751373,1005.3253825480423,5.97148895074106
2.2511255627813904,1006.51022275434,4.842900499966754
2.3011505752876436,1012.1604870529827,4.453184644894554
2.3511755877938967,1010.7678123979424,4.648721334484675
2.40120060030015,1008.1340445407337,5.108530855651482
2.451225612806403,1012.2919084057412,4.649900371798797
2.501250625312656,1012.4016159812895,4.29930963216042
2.551275637818909,1010.2400055449511,4.679668446288524
